original_index,complaint,entity_type,entity_value,instruction,response
4355,Credit Bureau has not adjusted my account with XXXX XXXX as paid and current and there is no balance,account_type_source,unknown,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Credit Bureau has not adjusted my account with XXXX XXXX as paid and current and there is no balance""

Extract the account_type_source:",unknown
3807,On XXXX XXXX I sent a XXXX transfer to a merchant that was a scam. When I reached out to Bank of America to show them proof of the interaction and the payment. They were unable to provide any assistance.,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""On XXXX XXXX I sent a XXXX transfer to a merchant that was a scam. When I reached out to Bank of America to show them proof of the interaction and the payment. They were unable to provide any assistance.""

Extract the direction:",outgoing
6414,Citibank On disclosure its marked no prepayment penalty but deeper in the document is a paragraph with Early Closure Release Fee so the charged us a fee of {$670.00} So if no prepayment penalty why a early closure fee?,merchant,Citibank,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Citibank On disclosure its marked no prepayment penalty but deeper in the document is a paragraph with Early Closure Release Fee so the charged us a fee of {$670.00} So if no prepayment penalty why a early closure fee?""

Extract the merchant:",Citibank
3233,XX/XX/XXXX about XXXX was taken from my account due to fraud and which Wells Fargo said it was handled i have papers saying it was fraud yet Im the one who got charged. I am still XXXX in the bank because they wont return it,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""XX/XX/XXXX about XXXX was taken from my account due to fraud and which Wells Fargo said it was handled i have papers saying it was fraud yet Im the one who got charged. I am still XXXX in the bank because they wont return it""

Extract the direction:",outgoing
797,It proves it shows up on my credit report with XXXX as a charge off and I have yet to receive my 1099c and I paid XXXX XX/XX/year> they received double payments which is fraudulent activity,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""It proves it shows up on my credit report with XXXX as a charge off and I have yet to receive my 1099c and I paid XXXX XX/XX/year> they received double payments which is fraudulent activity""

Extract the account_type_source:",credit_card
3927,They won't waiver my late fee even though I only paid 1 day late. I've been a customer for 10 years.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""They won't waiver my late fee even though I only paid 1 day late. I've been a customer for 10 years.""

Extract the account_type_target:",none
3583,"As of XX/XX/XXXX National Business Factors , Inc. of Nevada have been trying to collect interest on debts not contracted with interest clauses",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""As of XX/XX/XXXX National Business Factors , Inc. of Nevada have been trying to collect interest on debts not contracted with interest clauses""

Extract the account_type_target:",none
1000,"Venmo suspended my account for "" suspect activity ''. I provided all the required information and needed the funds to pay bills and survive. I am a XXXX XXXX XXXX XXXX  and could use help with this problem.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Venmo suspended my account for "" suspect activity ''. I provided all the required information and needed the funds to pay bills and survive. I am a XXXX XXXX XXXX XXXX  and could use help with this problem.""

Extract the account_type_target:",none
40,"Payment made via check # XXXX shown by bank as withdrawn on XX/XX/19 by XXXXXXXX XXXX. Account has NOT been credited yet and interest accrues daily. I emailed them and got back a "" sorry we did not receive it "" email.",channel,branch,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Payment made via check # XXXX shown by bank as withdrawn on XX/XX/19 by XXXXXXXX XXXX. Account has NOT been credited yet and interest accrues daily. I emailed them and got back a "" sorry we did not receive it "" email.""

Extract the channel:",branch
6210,"XXXX unauthorized credit inquires XXXX refuses to remove them I contacted the banks and nothing was done. 
I did not authorize any credit card I demand them to be removed. 

Thanks",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""XXXX unauthorized credit inquires XXXX refuses to remove them I contacted the banks and nothing was done. 
I did not authorize any credit card I demand them to be removed. 

Thanks""

Extract the channel:",unknown
4436,"I was charged 29.99 %, and I am supposed to have a 24 month no Interest Promotion.  I contacted Synchrony back every month about the charge. I have been charged {$330.00}.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I was charged 29.99 %, and I am supposed to have a 24 month no Interest Promotion.  I contacted Synchrony back every month about the charge. I have been charged {$330.00}.""

Extract the account_type_source:",credit_card
2846,"I have a late reporting on my account SYNCB/XXXX this isn't accurate I made all my payments on time, this is clearly an error on your part.I hope we can resolve this matter immediately.",transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I have a late reporting on my account SYNCB/XXXX this isn't accurate I made all my payments on time, this is clearly an error on your part.I hope we can resolve this matter immediately.""

Extract the transaction_type:",payment
3716,"Was told XXXX signup bonus when I apply the card. After I met the minimum spend, Amex customers service I was denied for the signup bonus",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Was told XXXX signup bonus when I apply the card. After I met the minimum spend, Amex customers service I was denied for the signup bonus""

Extract the channel:",online
3207,I was sent a check from someone online of XXXX and took a picture of what was sent and later on the amount was taken from my account and caused my account to decline I cant access it along with my parents cards declining.,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I was sent a check from someone online of XXXX and took a picture of what was sent and later on the amount was taken from my account and caused my account to decline I cant access it along with my parents cards declining.""

Extract the account_type_source:",checking
94,"As of XX/XX/2023, I have successfully paid off the account balance and received a deletion. At the time of this complaint this account is still showing on my credit report.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""As of XX/XX/2023, I have successfully paid off the account balance and received a deletion. At the time of this complaint this account is still showing on my credit report.""

Extract the account_type_source:",credit_card
1826,I was asked to open additional accounts together with my regular checking account. I concluded that this was a sham and I was incurring unnecessary fees so I closed the accounts. I do not remember the actual dates but I think it was between XXXX and XXXX.,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I was asked to open additional accounts together with my regular checking account. I concluded that this was a sham and I was incurring unnecessary fees so I closed the accounts. I do not remember the actual dates but I think it was between XXXX and XXXX.""

Extract the direction:",outgoing
3949,"Deposited a check for XXXX  $ on XX/XX/XXXX, bank put it on hold until XX/XX/XXXX. Asked them to release at least part of it and got declined",account_type_source,unknown,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Deposited a check for XXXX  $ on XX/XX/XXXX, bank put it on hold until XX/XX/XXXX. Asked them to release at least part of it and got declined""

Extract the account_type_source:",unknown
887,Elanco Finl svc Was paid and I have been charge twice for the same bill by this company,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""Elanco Finl svc Was paid and I have been charge twice for the same bill by this company""

Extract the direction:",outgoing
6006,"Between the months of XX/XX/XXXX - XX/XX/XXXX I have disputed multiple times to get the accounts deleted due to the company violating METRO 2 COMPLIANCE I have paid the balance to also get a pay for deletion, but XXXX is refusing to delete the closed account",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Between the months of XX/XX/XXXX - XX/XX/XXXX I have disputed multiple times to get the accounts deleted due to the company violating METRO 2 COMPLIANCE I have paid the balance to also get a pay for deletion, but XXXX is refusing to delete the closed account""

Extract the account_type_source:",credit_card
6411,"I have always ensured payments on this account are made promptly, avoiding any overdue status. I'm uncertain about the reasons behind reports of late payment remarks on my accounts. Under 15 USC 1666b, billing errors should be addressed.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I have always ensured payments on this account are made promptly, avoiding any overdue status. I'm uncertain about the reasons behind reports of late payment remarks on my accounts. Under 15 USC 1666b, billing errors should be addressed.""

Extract the account_type_target:",none
633,"I had and account with XXXX and made e transfer on XXXX from me to my friend XXXX XXXX, i am proveviding proff of that in this report,,,,, ,This auto is not mine this is a mistake ....",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I had and account with XXXX and made e transfer on XXXX from me to my friend XXXX XXXX, i am proveviding proff of that in this report,,,,, ,This auto is not mine this is a mistake ....""

Extract the channel:",unknown
2521,Bank of America blocked this merchant from accessing and the enabling application of XXXX  to link.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Bank of America blocked this merchant from accessing and the enabling application of XXXX  to link.""

Extract the account_type_target:",none
2081,"My account with Navy Federal Credit Union has been fined numerous times for over draft fees. I received fees when my payment appeared as deposited into my account and show in my balance, but was actually pending and cause overdraft fees.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""My account with Navy Federal Credit Union has been fined numerous times for over draft fees. I received fees when my payment appeared as deposited into my account and show in my balance, but was actually pending and cause overdraft fees.""

Extract the channel:",online
6185,"Welsfargo is keep blocking my card and prevents me from using my money, I had lot of emergency situations and because of that Welsfargo caused damage to me",merchant,Wells Fargo,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Welsfargo is keep blocking my card and prevents me from using my money, I had lot of emergency situations and because of that Welsfargo caused damage to me""

Extract the merchant:",Wells Fargo
4103,"It's unreasonable, given that I've consistently made payments on this account promptly without any delays. Kindly adjust my account to reflect the correct payment history.",transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""It's unreasonable, given that I've consistently made payments on this account promptly without any delays. Kindly adjust my account to reflect the correct payment history.""

Extract the transaction_type:",payment
4954,My bank is not sending or showing app my latest direct deposit.,account_type_target,checking,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""My bank is not sending or showing app my latest direct deposit.""

Extract the account_type_target:",checking
453,Commenity bank has not reported my payments since XXXX of this year. I paid the card off on XX/XX/2022 but it still shows a balance on all the reporting agencies.,merchant,Commenity bank,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Commenity bank has not reported my payments since XXXX of this year. I paid the card off on XX/XX/2022 but it still shows a balance on all the reporting agencies.""

Extract the merchant:",Commenity bank
3225,XXXX been paying on a loan amount of XXXX XXXX noticed the amount of the loan get higher as Im paying twards it. I was told they charge a crazy interest rate thats way higher than my state even allows their rate is 228 %,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""XXXX been paying on a loan amount of XXXX XXXX noticed the amount of the loan get higher as Im paying twards it. I was told they charge a crazy interest rate thats way higher than my state even allows their rate is 228 %""

Extract the direction:",outgoing
6113,"I never been late with this accounts, and please update it, and I always paid on time that's why this is ridiculous.",merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I never been late with this accounts, and please update it, and I always paid on time that's why this is ridiculous.""

Extract the merchant:",unknown
5594,checking my credit report I am interested in disputing all incorrect information on my credit with transunion. all data is supposed to be 100 % accurate an is hindering my file for approvals. please update all information requested.,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""checking my credit report I am interested in disputing all incorrect information on my credit with transunion. all data is supposed to be 100 % accurate an is hindering my file for approvals. please update all information requested.""

Extract the account_type_source:",credit_card
1598,Citibank improperly charged interest against my account despite paying the balance in full.,merchant,Citibank,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Citibank improperly charged interest against my account despite paying the balance in full.""

Extract the merchant:",Citibank
1784,"XX/XX/2022 {$410.00} Best BuyXXXX XXXX Received email indicating a debit of the above amount was going to be debited from my account.

I called Best Buy and this is a scam as I have never enrolled in the XXXX XXXX XXXX from Best Buy.",transaction_type,debit,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""XX/XX/2022 {$410.00} Best BuyXXXX XXXX Received email indicating a debit of the above amount was going to be debited from my account.

I called Best Buy and this is a scam as I have never enrolled in the XXXX XXXX XXXX from Best Buy.""

Extract the transaction_type:",debit
3387,"From previous complaint, I have decide to closed my HSBC account XXXX Hsbc send a letter saying they are gon na refund my balance of {$5100.00} They even provided a fedex label. As of today I did not received any fund",account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""From previous complaint, I have decide to closed my HSBC account XXXX Hsbc send a letter saying they are gon na refund my balance of {$5100.00} They even provided a fedex label. As of today I did not received any fund""

Extract the account_type_source:",checking
3938,Transunion has not updated my XXXX XXXX credit card balance as XXXX for 3 months now,transaction_type,unknown,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Transunion has not updated my XXXX XXXX credit card balance as XXXX for 3 months now""

Extract the transaction_type:",unknown
46,"I voluntarily returned the vehicle to credit Acceptance, yet it has been reported as a repossession. Additionally, I have discovered that after the vehicle was sold, the account was re-listed on my credit report with a higher balance than was previously reported.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I voluntarily returned the vehicle to credit Acceptance, yet it has been reported as a repossession. Additionally, I have discovered that after the vehicle was sold, the account was re-listed on my credit report with a higher balance than was previously reported.""

Extract the account_type_target:",none
61,"I initiated a transfer from my bank to Venmo, Venmo has it stated my funds would be available on XXXX and its now XXXX and my funds are not available and they will not release them for me.",channel,Venmo,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I initiated a transfer from my bank to Venmo, Venmo has it stated my funds would be available on XXXX and its now XXXX and my funds are not available and they will not release them for me.""

Extract the channel:",Venmo
38,I tried to open a account there they won't take the restricted off from it and remove it there I called and won't even give me the fraud dept,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I tried to open a account there they won't take the restricted off from it and remove it there I called and won't even give me the fraud dept""

Extract the merchant:",unknown
4628,Well Fargo has charged me for funds checking account has been miss handle funds have been took outta my account customer since 2008,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""Well Fargo has charged me for funds checking account has been miss handle funds have been took outta my account customer since 2008""

Extract the direction:",outgoing
4521,"JP Morgan Chase credit card company did not send a monthly statement so I had no information when my payment was due. This was done to scam me so that they could charge a "" late fee '' for my not making a payment in time.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""JP Morgan Chase credit card company did not send a monthly statement so I had no information when my payment was due. This was done to scam me so that they could charge a "" late fee '' for my not making a payment in time.""

Extract the channel:",online
2193,Synchrony Bank is forcing users with their Paypal credit service to sign up for electronic statements or be charged a XXXX monthly fee. At the very least they should be providing statements.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Synchrony Bank is forcing users with their Paypal credit service to sign up for electronic statements or be charged a XXXX monthly fee. At the very least they should be providing statements.""

Extract the account_type_target:",none
874,"There is a plethora of banking errors, overcharges, and money being transferred out of my account without my knowledge. I want copies of all transfers and money on hold. 18 US Code Section 1341 Frauds and Swindles.",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""There is a plethora of banking errors, overcharges, and money being transferred out of my account without my knowledge. I want copies of all transfers and money on hold. 18 US Code Section 1341 Frauds and Swindles.""

Extract the channel:",unknown
3043,"Because of Covid-19 this seems to be a prevailing problem, you look up and your credit card is closed for no credible reason, effecting your credit score. The reasons given are laughable.",transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Because of Covid-19 this seems to be a prevailing problem, you look up and your credit card is closed for no credible reason, effecting your credit score. The reasons given are laughable.""

Extract the transaction_type:",other
6304,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.""

Extract the account_type_target:",none
6482,I have not received a new credit card with a chip by the XXXX/XXXX/2015 deadline.,transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I have not received a new credit card with a chip by the XXXX/XXXX/2015 deadline.""

Extract the transaction_type:",other
3939,I just saw an inquiry on my credit wise account. I am out of country and I didnt apply for any kind of loan or credit card..,direction,incoming,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I just saw an inquiry on my credit wise account. I am out of country and I didnt apply for any kind of loan or credit card..""

Extract the direction:",incoming
6311,"Victim of Bank of America XXXX XXXX to XXXX fraud on XX/XX/2022 for {$3100.00}. 

Bank has not yet refunded money. 

Fraud occurred nearly identically to these reports in the media : XXXX XXXX XXXX XXXX XXXX XXXX",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Victim of Bank of America XXXX XXXX to XXXX fraud on XX/XX/2022 for {$3100.00}. 

Bank has not yet refunded money. 

Fraud occurred nearly identically to these reports in the media : XXXX XXXX XXXX XXXX XXXX XXXX""

Extract the channel:",unknown
5870,"I consistently make on-time payments. I'm confident about this. What I'm unsure about is why this company is reporting me as late in certain months, which shouldn't happen. According to USC 1666b, any billing errors should be corrected, otherwise, they will owe me {$1000.00} for each account reporting inaccurately.",direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I consistently make on-time payments. I'm confident about this. What I'm unsure about is why this company is reporting me as late in certain months, which shouldn't happen. According to USC 1666b, any billing errors should be corrected, otherwise, they will owe me {$1000.00} for each account reporting inaccurately.""

Extract the direction:",outgoing
453,Commenity bank has not reported my payments since XXXX of this year. I paid the card off on XX/XX/2022 but it still shows a balance on all the reporting agencies.,transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Commenity bank has not reported my payments since XXXX of this year. I paid the card off on XX/XX/2022 but it still shows a balance on all the reporting agencies.""

Extract the transaction_type:",payment
2578,Someone hacked Capital One and they wont release anyones paychecks to them,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Someone hacked Capital One and they wont release anyones paychecks to them""

Extract the channel:",online
4601,I was charged overdraft fees and other account issues as far as closing the account,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I was charged overdraft fees and other account issues as far as closing the account""

Extract the direction:",outgoing
4328,"For the school year of XXXX my great aunt paid my tuition balance in full, she has tax information proving the following. However she is currently in XXXX so there is no way for me to get the tax documents.",account_type_target,checking,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""For the school year of XXXX my great aunt paid my tuition balance in full, she has tax information proving the following. However she is currently in XXXX so there is no way for me to get the tax documents.""

Extract the account_type_target:",checking
4203,XXXX XXXX XXXX XXXX  IS REPORTING A {$35.00} BALANCE AS A PAST DUE 30 PAYMENT,merchant,XXXX XXXX XXXX XXXX,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""XXXX XXXX XXXX XXXX  IS REPORTING A {$35.00} BALANCE AS A PAST DUE 30 PAYMENT""

Extract the merchant:",XXXX XXXX XXXX XXXX
1878,"{$43.00} was to be credited to account by Amazon. They acknowledged receipt of returned merchandise. However, no credit appeared on my account",direction,incoming,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""{$43.00} was to be credited to account by Amazon. They acknowledged receipt of returned merchandise. However, no credit appeared on my account""

Extract the direction:",incoming
2728,I was w/ Wells Fargo and might have been charge an over draft fees that Im unaware of,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I was w/ Wells Fargo and might have been charge an over draft fees that Im unaware of""

Extract the account_type_target:",none
1726,Havent received direct deposit from last payroll XX/XX/year>. Company had an outage and was resolved but still have not received money on my checking account.,transaction_type,deposit,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Havent received direct deposit from last payroll XX/XX/year>. Company had an outage and was resolved but still have not received money on my checking account.""

Extract the transaction_type:",deposit
4746,i asked for my account to be closed and they are taking me thru XXXX,merchant,XXXX,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""i asked for my account to be closed and they are taking me thru XXXX""

Extract the merchant:",XXXX
1524,I closed an account with XXXX XXXX XXXX and returned my equipment to the designated location. My account was sent to collections after the balance was XXXX.,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I closed an account with XXXX XXXX XXXX and returned my equipment to the designated location. My account was sent to collections after the balance was XXXX.""

Extract the direction:",outgoing
4108,I owed bank of america credit card and I agreed to pay and for payment to be deducted from my bank account automatically and it never did they did send me to collections even when I was willing to pay an amount to them to settle,merchant,Bank of America,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I owed bank of america credit card and I agreed to pay and for payment to be deducted from my bank account automatically and it never did they did send me to collections even when I was willing to pay an amount to them to settle""

Extract the merchant:",Bank of America
3822,I am a XXXX citizen. I paid for a room rental on XXXX but they did not give me the room or my refund.,merchant,XXXX,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I am a XXXX citizen. I paid for a room rental on XXXX but they did not give me the room or my refund.""

Extract the merchant:",XXXX
3839,XXXX is preventing a merchant from accepting checks on an account that has {$14000.00} in it. I believe this is due to the fact that the account is set up as a federal fiduciary for my husband. The VA requires that I write checks to pay for these things.,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""XXXX is preventing a merchant from accepting checks on an account that has {$14000.00} in it. I believe this is due to the fact that the account is set up as a federal fiduciary for my husband. The VA requires that I write checks to pay for these things.""

Extract the direction:",outgoing
4887,I am a victim of identity theft and did not make the charge. I ask that the items be blocked to correct my credit report. I did not benefit from this account.,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I am a victim of identity theft and did not make the charge. I ask that the items be blocked to correct my credit report. I did not benefit from this account.""

Extract the merchant:",unknown
5724,Capital One 360 checking account balance always incorrect resulting in account being overdrawn.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Capital One 360 checking account balance always incorrect resulting in account being overdrawn.""

Extract the account_type_target:",none
3744,I have made payment on credit card. I have proof of check being reconciled by CitiBank. I have called several times and they are stating payment was not received and the check is not showing on their end. Date reconciled XX/XX/2023 amount of {$970.00},transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I have made payment on credit card. I have proof of check being reconciled by CitiBank. I have called several times and they are stating payment was not received and the check is not showing on their end. Date reconciled XX/XX/2023 amount of {$970.00}""

Extract the transaction_type:",payment
2388,"On XX/XX/22 an XXXX credit card was opened in my name for XXXX. I did not apply for this card. 
I have reported it to the credit card company. They have frozen the account and I have started to contact the credit report companys.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""On XX/XX/22 an XXXX credit card was opened in my name for XXXX. I did not apply for this card. 
I have reported it to the credit card company. They have frozen the account and I have started to contact the credit report companys.""

Extract the account_type_source:",credit_card
3966,PNC will not allow me to access my account via third party app,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""PNC will not allow me to access my account via third party app""

Extract the channel:",online
5843,"This was paid in full at the settlement amount listed, to the collection agency. The {$110.00} was promised to be cleared from the account because it was an error in billing. They did not clear it as promised and need to. This account is a {$0.00} balance.",transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""This was paid in full at the settlement amount listed, to the collection agency. The {$110.00} was promised to be cleared from the account because it was an error in billing. They did not clear it as promised and need to. This account is a {$0.00} balance.""

Extract the transaction_type:",payment
2490,Please check the documents that I've sent. There are late payment remarks and I want it updated to positive.,account_type_target,unknown,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Please check the documents that I've sent. There are late payment remarks and I want it updated to positive.""

Extract the account_type_target:",unknown
